Name,Age,Purchase Amount,Date,Time
Adam Wells,29,81.86,02-07-2023,19:14:29
Debra Lane,55,40.01,02-07-2023,19:14:29
Ingrid Tachauer,22,42.41,02-07-2023,19:14:29
Leo Grullon,26,54.28,02-07-2023,19:14:29
Stephine Brice,19,84.04,02-07-2023,19:14:29
Jordan Henline,61,84.53,02-07-2023,19:14:29
Charles Sweene,26,72.61,02-07-2023,19:14:29
Al Hyman,23,61.41,02-07-2023,19:14:29
Gordon Beato,63,67.68,02-07-2023,19:14:29
Natalie Poulin,32,93.47,02-07-2023,19:14:29
Joel Chapman,60,91.61,02-07-2023,19:14:29
Larry Martinez,62,39.05,02-07-2023,19:14:29
Vincent Wood,29,35.17,02-07-2023,19:14:29
Patricia Hoskins,55,28.27,02-07-2023,19:14:29
Tracy Scerra,56,36.28,02-07-2023,19:14:29
Asha Stillwell,46,26.07,02-07-2023,19:14:29
Rose Nickels,32,48.33,02-07-2023,19:14:29
Florence Patton,61,98.47,02-07-2023,19:14:29
Linda Haywood,57,65.32,02-07-2023,19:14:29
Beverly Chapman,40,79.31,02-07-2023,19:14:29
Tom Terry,50,26.3,02-07-2023,19:14:29
Beatrice Spence,29,93.68,02-07-2023,19:14:29
Susan Scuderi,46,39.57,02-07-2023,19:14:29
Carl Levine,45,31.62,02-07-2023,19:14:29
Kenneth Leon,30,89.81,02-07-2023,19:14:29
Patricia Viverette,64,59.73,02-07-2023,19:14:29
Kenneth Cruz,60,80.86,02-07-2023,19:14:29
William Vega,47,59.46,02-07-2023,19:14:29
Paul Rogers,49,37.54,02-07-2023,19:14:29
Jacqueline Cryderman,20,32.27,02-07-2023,19:14:29
Jill Taylor,30,46.87,02-07-2023,19:14:29
John Wood,48,25.61,02-07-2023,19:14:29
Sharon Brown,49,28.99,02-07-2023,19:14:29
Irene Gatlin,62,64.52,02-07-2023,19:14:29
Tracy Cruz,52,53.81,02-07-2023,19:14:29
Adrienne Lee,52,71.04,02-07-2023,19:14:29
Stacey Saunders,29,76.1,02-07-2023,19:14:29
Shelby Livingston,59,65.94,02-07-2023,19:14:29
Katherine Hier,49,61.51,02-07-2023,19:14:29
Lakesha Hughes,49,37.0,02-07-2023,19:14:29
Richard Ferris,54,99.74,02-07-2023,19:14:29
Harvey Doty,46,97.4,02-07-2023,19:14:29
Cristal Delaney,61,57.34,02-07-2023,19:14:29
Lisa Hutson,53,67.75,02-07-2023,19:14:29
Mary Lui,39,71.36,02-07-2023,19:14:29
Brian Reed,65,94.73,02-07-2023,19:14:29
Nicole Zerger,59,91.24,02-07-2023,19:14:29
Douglas Meyer,64,59.46,02-07-2023,19:14:29
Anthony Smith,38,45.16,02-07-2023,19:14:29
Ruth Mitchell,44,73.86,02-07-2023,19:14:29
Alan Crews,25,73.79,02-07-2023,19:14:29
Lula Boulerice,35,50.17,02-07-2023,19:14:29
Luisa Shoemaker,60,93.53,02-07-2023,19:14:29
Virginia Garcia,57,87.49,02-07-2023,19:14:29
Bobby Jones,47,49.27,02-07-2023,19:14:29
Daniel Russ,26,63.37,02-07-2023,19:14:29
Evelyn Earl,31,64.07,02-07-2023,19:14:29
Carmen Lipkin,64,40.83,02-07-2023,19:14:29
Darlene Tep,48,25.63,02-07-2023,19:14:29
Betty Dunham,32,61.7,02-07-2023,19:14:29
Joan Ramirez,34,37.07,02-07-2023,19:14:29
James Kinsler,56,67.01,02-07-2023,19:14:29
Benjamin Kleck,29,88.79,02-07-2023,19:14:29
Young Pander,33,24.52,02-07-2023,19:14:29
Erica Jordan,28,60.93,02-07-2023,19:14:29
Mercy Harris,38,36.98,02-07-2023,19:14:29
Wayne Harrell,30,99.98,02-07-2023,19:14:29
Betty Dees,61,87.71,02-07-2023,19:14:29
Bill White,46,95.43,02-07-2023,19:14:29
Charles Walters,56,28.71,02-07-2023,19:14:29
Juan Jones,30,84.51,02-07-2023,19:14:29
Gladys Reyes,38,31.9,02-07-2023,19:14:29
Arthur Waters,19,29.29,02-07-2023,19:14:29
Frank Barker,62,60.37,02-07-2023,19:14:29
Eric Graig,26,87.22,02-07-2023,19:14:29
Jamey Anderson,39,66.62,02-07-2023,19:14:29
Dustin Pennington,45,85.11,02-07-2023,19:14:29
Catherine Alton,22,97.17,02-07-2023,19:14:29
Amy Shaeffer,23,94.87,02-07-2023,19:14:29
Jason Brown,42,86.34,02-07-2023,19:14:29
Kristen Garlock,40,36.93,02-07-2023,19:14:29
Lori Garner,19,57.48,02-07-2023,19:14:29
Joan Basbas,42,36.51,02-07-2023,19:14:29
Cheryl Choi,48,70.78,02-07-2023,19:14:29
Rita Martinez,30,68.88,02-07-2023,19:14:29
Charles Gordon,62,55.53,02-07-2023,19:14:29
Danielle Jarvi,18,46.51,02-07-2023,19:14:29
David Morris,26,74.99,02-07-2023,19:14:29
Eric Albair,28,99.21,02-07-2023,19:14:29
Morris House,29,71.54,02-07-2023,19:14:29
Chester Booth,49,92.81,02-07-2023,19:14:29
Robert Oconnor,35,20.12,02-07-2023,19:14:29
Esther Hamilton,37,94.13,02-07-2023,19:14:29
Becky Berry,50,38.98,02-07-2023,19:14:29
John Place,31,36.09,02-07-2023,19:14:29
Robert Bryant,56,72.23,02-07-2023,19:14:29
Elaine Bates,43,37.16,02-07-2023,19:14:29
Jesse Dawson,31,97.74,02-07-2023,19:14:29
Anthony Carder,37,31.98,02-07-2023,19:14:29
Wendy Lang,56,79.41,02-07-2023,19:14:29
Kathy Dewar,23,36.72,02-07-2023,19:14:29
John Mayes,38,89.44,02-07-2023,19:14:29
Deborah Galvan,30,62.3,02-07-2023,19:14:29
Robert Babin,59,97.75,02-07-2023,19:14:29
Jesse Murray,65,46.74,02-07-2023,19:14:29
Irene Crosby,31,56.16,02-07-2023,19:14:29
Rachel Smith,21,22.66,02-07-2023,19:14:29
Daniel Sammarco,64,71.28,02-07-2023,19:14:29
Herbert Jackson,19,54.28,02-07-2023,19:14:29
Cheri Wilcher,47,78.33,02-07-2023,19:14:29
Peggy Dunn,55,69.72,02-07-2023,19:14:29
Wm Miske,60,47.69,02-07-2023,19:14:29
Allison Dunsford,39,44.19,02-07-2023,19:14:29
Quentin Garrett,18,41.16,02-07-2023,19:14:29
John Mcintyre,35,75.41,02-07-2023,19:14:29
Joseph Meadows,31,54.74,02-07-2023,19:14:29
Charles Parker,54,85.25,02-07-2023,19:14:29
Dalton Archuleta,39,60.86,02-07-2023,19:14:29
Ann Christy,39,26.42,02-07-2023,19:14:29
Carolyn Mealer,60,73.9,02-07-2023,19:14:29
Thomas Pernell,20,47.66,02-07-2023,19:14:29
Veronica Jenkins,55,73.48,02-07-2023,19:14:29
Deanne Davis,58,99.84,02-07-2023,19:14:29
Terry Celedon,58,52.04,02-07-2023,19:14:29
Florence Moody,21,77.05,02-07-2023,19:14:29
Renee Burleson,52,40.94,02-07-2023,19:14:29
Eugene Ray,18,54.8,02-07-2023,19:14:29
Elizabeth Chaffee,43,21.44,02-07-2023,19:14:29
Darlene Wells,35,44.42,02-07-2023,19:14:29
Cecil Zager,59,66.44,02-07-2023,19:14:29
Roscoe Renner,31,82.88,02-07-2023,19:14:29
Calvin Fair,59,74.05,02-07-2023,19:14:29
Jason Coley,51,34.21,02-07-2023,19:14:29
Amanda Yu,54,22.35,02-07-2023,19:14:29
Felipe Smith,32,82.42,02-07-2023,19:14:29
Francis Ball,49,82.49,02-07-2023,19:14:29
Sean Caballero,57,67.85,02-07-2023,19:14:29
Craig Maser,52,27.64,02-07-2023,19:14:29
Jesus Mekee,37,42.87,02-07-2023,19:14:29
Bryan Conrad,27,97.03,02-07-2023,19:14:29
Thomas Owens,64,85.24,02-07-2023,19:14:29
William Stapler,55,94.98,02-07-2023,19:14:29
Patrick Hebert,52,20.53,02-07-2023,19:14:29
Amanda Duke,33,65.23,02-07-2023,19:14:29
Robin Beauregard,39,36.86,02-07-2023,19:14:29
Rogelio Boblitt,21,24.49,02-07-2023,19:14:29
Claudia Ingram,22,49.41,02-07-2023,19:14:29
Tiesha Mann,61,93.75,02-07-2023,19:14:29
James Lindsey,58,52.23,02-07-2023,19:14:29
Angel Brown,58,84.93,02-07-2023,19:14:29
Frances Pewitt,29,59.73,02-07-2023,19:14:29
William Freeman,54,41.46,02-07-2023,19:14:29
Jamie Poteat,65,74.61,02-07-2023,19:14:29
Avis Hawes,33,74.1,02-07-2023,19:14:29
Michael Carter,54,33.39,02-07-2023,19:14:29
Martha Cole,51,68.95,02-07-2023,19:14:29
Peter King,52,87.47,02-07-2023,19:14:29
Ronald Wyatt,37,83.55,02-07-2023,19:14:29
Jody Cruz,47,69.71,02-07-2023,19:14:29
Delphine Walker,55,53.55,02-07-2023,19:14:29
Mui Appel,32,42.91,02-07-2023,19:14:29
Sarah Fillmore,18,84.98,02-07-2023,19:14:29
Sarah Cox,48,91.36,02-07-2023,19:14:29
Jamie Daley,36,84.92,02-07-2023,19:14:29
Janet Mosier,39,84.82,02-07-2023,19:14:29
Adrian Vasquez,34,65.4,02-07-2023,19:14:29
Alice Sours,64,25.99,02-07-2023,19:14:29
Wayne Prentiss,58,85.41,02-07-2023,19:14:29
Mary Miller,57,99.8,02-07-2023,19:14:29
Marcia Keller,52,62.95,02-07-2023,19:14:29
Ginger Curry,20,94.96,02-07-2023,19:14:29
Doris Brown,40,57.3,02-07-2023,19:14:29
Kathleen Bittner,24,53.8,02-07-2023,19:14:29
Reginald Marsh,22,25.74,02-07-2023,19:14:29
Terry Buel,42,51.32,02-07-2023,19:14:29
Neal Krebs,61,65.26,02-07-2023,19:14:29
James Williamson,37,72.05,02-07-2023,19:14:29
Samuel Hutson,18,25.93,02-07-2023,19:14:29
Tara Brimer,19,82.66,02-07-2023,19:14:29
Richard Woodworth,62,52.34,02-07-2023,19:14:29
Greg Beyer,41,30.08,02-07-2023,19:14:29
Guillermo Smith,44,97.01,02-07-2023,19:14:29
Gloria Reisinger,31,54.79,02-07-2023,19:14:29
Joseph Laird,49,96.96,02-07-2023,19:14:29
Aleen Westerberg,47,36.42,02-07-2023,19:14:29
Julia Nagao,47,20.86,02-07-2023,19:14:29
Paul Vasquez,65,90.94,02-07-2023,19:14:29
Heather Davison,50,96.19,02-07-2023,19:14:29
Ronald Lozey,50,72.99,02-07-2023,19:14:29
Tyler Cambell,49,53.02,02-07-2023,19:14:29
Vada Wright,57,29.86,02-07-2023,19:14:29
Roy Torres,39,89.42,02-07-2023,19:14:29
Judith Morris,43,25.73,02-07-2023,19:14:29
James Wright,31,20.05,02-07-2023,19:14:29
Felicita Hixon,39,49.77,02-07-2023,19:14:29
John Riley,55,64.51,02-07-2023,19:14:29
Michelle Meese,63,69.64,02-07-2023,19:14:30
Claudia Adams,50,42.32,02-07-2023,19:14:30
Dorothy Busby,58,83.65,02-07-2023,19:14:30
Myrtle Barrows,62,53.45,02-07-2023,19:14:30
Jessica Banks,42,21.94,02-07-2023,19:14:30
Kenneth Boyd,34,41.55,02-07-2023,19:14:30
Marlene Ducksworth,63,44.61,02-07-2023,19:14:30
Kimberly Lindsay,30,50.82,02-07-2023,19:14:30
Dennis Harris,23,45.96,02-07-2023,19:14:30
Rodney Perales,45,20.2,02-07-2023,19:14:30
Mark Stewart,26,58.74,02-07-2023,19:14:30
Erik Loza,61,71.52,02-07-2023,19:14:30
Irene Sandberg,48,64.26,02-07-2023,19:14:30
Colleen Adams,59,50.42,02-07-2023,19:14:30
Donald Edwards,29,49.02,02-07-2023,19:14:30
Ginger Pedersen,19,92.33,02-07-2023,19:14:30
Patricia Walters,33,73.64,02-07-2023,19:14:30
Victor Gillette,61,32.82,02-07-2023,19:14:30
Jerry Cox,64,98.77,02-07-2023,19:14:30
Carol Bailey,47,61.82,02-07-2023,19:14:30
Candice Bailey,33,33.91,02-07-2023,19:14:30
Christopher Manor,48,45.27,02-07-2023,19:14:30
Herbert Whitney,36,49.69,02-07-2023,19:14:30
Dana Snover,52,84.02,02-07-2023,19:14:30
Derrick Reyes,46,63.89,02-07-2023,19:14:30
Manuel Sather,34,45.13,02-07-2023,19:14:30
Paula Happenny,34,86.11,02-07-2023,19:14:30
Peter Hunter,51,87.12,02-07-2023,19:14:30
Louis Grisson,34,28.66,02-07-2023,19:14:30
Joshua Cotter,39,27.56,02-07-2023,19:14:30
Bobby Craig,63,80.2,02-07-2023,19:14:30
Harold Smith,55,31.47,02-07-2023,19:14:30
Julie Carper,59,92.17,02-07-2023,19:14:30
Johnnie Brooks,22,79.28,02-07-2023,19:14:30
Ben Rutledge,38,60.49,02-07-2023,19:14:30
David Fernandez,48,63.85,02-07-2023,19:14:30
Soon Penner,53,60.41,02-07-2023,19:14:30
Beth Engel,25,26.38,02-07-2023,19:14:30
Ann Mccarthy,26,51.99,02-07-2023,19:14:30
Michael Rathbone,63,59.75,02-07-2023,19:14:30
Emily Yamamoto,62,95.24,02-07-2023,19:14:30
Darin Wright,38,34.48,02-07-2023,19:14:30
Todd Dilly,37,97.23,02-07-2023,19:14:30
Brandon Mckinney,24,88.13,02-07-2023,19:14:30
Jonathon Haberman,62,21.87,02-07-2023,19:14:30
Carmen Neal,24,57.26,02-07-2023,19:14:30
Michelle Arnold,52,52.85,02-07-2023,19:14:30
Jerrold Springer,40,73.98,02-07-2023,19:14:30
Mary Lee,20,60.3,02-07-2023,19:14:30
Sandra Miller,39,23.1,02-07-2023,19:14:30
Victoria Barton,65,80.33,02-07-2023,19:14:30
Mary Sump,60,23.34,02-07-2023,19:14:30
Angela Allen,44,76.49,02-07-2023,19:14:30
Deidre Brennen,34,98.45,02-07-2023,19:14:30
Eleanor Bailey,48,84.14,02-07-2023,19:14:30
Gabrielle Clarke,40,51.54,02-07-2023,19:14:30
Charles Hensley,52,45.43,02-07-2023,19:14:30
Hope Gracia,35,70.72,02-07-2023,19:14:30
Peter Veale,29,97.04,02-07-2023,19:14:30
Jorge Sutton,56,79.22,02-07-2023,19:14:30
Madeline Toledo,60,75.25,02-07-2023,19:14:30
Kathleen Cruz,32,89.76,02-07-2023,19:14:30
Kelly Gosnell,54,45.09,02-07-2023,19:14:30
Diane Horton,46,61.07,02-07-2023,19:14:30
Jeff Gray,40,23.47,02-07-2023,19:14:30
Myrtle Bowers,20,27.25,02-07-2023,19:14:30
Ramon Mealy,37,60.0,02-07-2023,19:14:30
Aaron Wood,36,46.25,02-07-2023,19:14:30
Harold Rhodes,63,54.49,02-07-2023,19:14:30
Ronald Bowens,56,58.07,02-07-2023,19:14:30
Norma Hill,48,37.9,02-07-2023,19:14:30
John Brock,49,25.57,02-07-2023,19:14:30
Marge Blevins,53,35.26,02-07-2023,19:14:30
Ryan Fannin,58,33.26,02-07-2023,19:14:30
Pablo Tucker,48,20.44,02-07-2023,19:14:30
John Wilson,44,75.0,02-07-2023,19:14:30
June Weaver,36,50.35,02-07-2023,19:14:30
Timothy Walker,48,76.03,02-07-2023,19:14:30
Eden Richardson,50,99.35,02-07-2023,19:14:30
Debra Stoops,38,61.36,02-07-2023,19:14:30
Pablo Anderson,42,48.78,02-07-2023,19:14:30
Florence Hardin,39,47.88,02-07-2023,19:14:30
Rosemary Fassett,32,72.33,02-07-2023,19:14:30
Shirley Jones,41,62.0,02-07-2023,19:14:30
Mary Arp,37,76.14,02-07-2023,19:14:30
Cornelius Allen,44,97.83,02-07-2023,19:14:30
Ella Ebert,60,70.44,02-07-2023,19:14:30
Richard Wexler,21,92.65,02-07-2023,19:14:30
Reginald Jones,24,47.84,02-07-2023,19:14:30
Stella Krout,27,76.9,02-07-2023,19:14:30
Maria Young,25,40.18,02-07-2023,19:14:30
Peter Schuler,28,49.73,02-07-2023,19:14:30
Donna Shaughnessy,29,65.42,02-07-2023,19:14:30
Robyn Heatherly,64,91.61,02-07-2023,19:14:30
Kenneth Dykeman,51,22.23,02-07-2023,19:14:30
Ashley Leather,64,87.87,02-07-2023,19:14:30
Johnny Lint,22,55.08,02-07-2023,19:14:30
Brian Thompson,34,56.19,02-07-2023,19:14:30
Lawrence Sims,54,42.12,02-07-2023,19:14:30
Michael Teas,38,31.01,02-07-2023,19:14:30
Grace Shields,63,49.83,02-07-2023,19:14:30
Sandra Wildenthaler,31,87.3,02-07-2023,19:14:30
Edyth Delaune,19,49.35,02-07-2023,19:14:30
Ben White,37,94.85,02-07-2023,19:14:30
Marion Liscomb,36,54.95,02-07-2023,19:14:30
Megan Watson,61,35.03,02-07-2023,19:14:30
Larry Flores,35,87.1,02-07-2023,19:14:30
Heidi Shaddix,26,36.69,02-07-2023,19:14:30
Kelsey Brown,60,30.3,02-07-2023,19:14:30
Robert Quinones,57,32.69,02-07-2023,19:14:30
Sharon Espinal,35,91.68,02-07-2023,19:14:30
Jason Mcminn,47,54.07,02-07-2023,19:14:30
Alonzo Dickerson,43,77.59,02-07-2023,19:14:30
Lizzie Daniel,37,87.9,02-07-2023,19:14:30
Numbers Zubia,41,55.38,02-07-2023,19:14:30
Jerome Stoker,45,44.05,02-07-2023,19:14:30
Theodore Elias,33,63.6,02-07-2023,19:14:30
Rosa Messler,28,67.15,02-07-2023,19:14:30
Kelly Colon,30,63.59,02-07-2023,19:14:30
Richard Foster,46,37.52,02-07-2023,19:14:30
Donna Spracklen,44,93.39,02-07-2023,19:14:30
Rose Brainard,51,32.25,02-07-2023,19:14:30
Margaret Oconner,45,60.25,02-07-2023,19:14:30
Angela Suggs,55,47.44,02-07-2023,19:14:30
Wilma Hall,35,50.28,02-07-2023,19:14:30
Ashely Abrial,29,63.05,02-07-2023,19:14:30
Richard Keshishian,33,81.92,02-07-2023,19:14:30
Joanna Ripson,62,27.0,02-07-2023,19:14:30
Robert Chandler,44,95.89,02-07-2023,19:14:30
Victor Fields,34,90.91,02-07-2023,19:14:30
Huey Perez,65,87.67,02-07-2023,19:14:30
Maria Veenstra,43,99.91,02-07-2023,19:14:30
Judy Williams,58,66.62,02-07-2023,19:14:30
Patricia Underwood,29,57.4,02-07-2023,19:14:30
James Thomas,34,99.21,02-07-2023,19:14:30
William Randall,48,55.63,02-07-2023,19:14:30
Sean Nucklos,40,83.39,02-07-2023,19:14:30
Robert Perez,50,56.37,02-07-2023,19:14:30
Gabriela Bullock,39,37.13,02-07-2023,19:14:30
Laurie Dinsmore,59,94.91,02-07-2023,19:14:30
Craig Carter,28,22.15,02-07-2023,19:14:30
Ernest Zarate,54,23.94,02-07-2023,19:14:30
Donald Morago,44,34.09,02-07-2023,19:14:30
Marvin Hall,49,65.55,02-07-2023,19:14:30
Brenda Ray,24,94.28,02-07-2023,19:14:30
Kym Mcgee,58,89.26,02-07-2023,19:14:30
Monica Williamson,41,78.05,02-07-2023,19:14:30
Gladys Martinez,57,67.76,02-07-2023,19:14:30
Joseph Haynes,49,69.71,02-07-2023,19:14:30
Henry Walker,40,51.73,02-07-2023,19:14:30
Cynthia Lindell,59,53.77,02-07-2023,19:14:30
Michele Hill,39,29.58,02-07-2023,19:14:30
Laurence Mclean,34,50.78,02-07-2023,19:14:30
Maria Degroot,56,37.67,02-07-2023,19:14:30
Kevin Pridgen,42,61.1,02-07-2023,19:14:30
Joseph Williams,42,57.73,02-07-2023,19:14:30
Aaron Lish,50,50.95,02-07-2023,19:14:30
Andrew Southwick,40,64.78,02-07-2023,19:14:30
Beth Stewart,51,30.95,02-07-2023,19:14:30
Samantha Hudkins,27,32.31,02-07-2023,19:14:30
Raymond Lovelock,28,77.22,02-07-2023,19:14:30
Christal Rich,27,48.15,02-07-2023,19:14:30
Elisa Beaucage,19,40.51,02-07-2023,19:14:30
Bessie Jones,35,65.12,02-07-2023,19:14:30
Steven Fullenkamp,47,78.04,02-07-2023,19:14:30
Vera Moore,59,71.18,02-07-2023,19:14:30
Tim Cuevas,43,86.96,02-07-2023,19:14:30
Eric Benton,25,57.62,02-07-2023,19:14:30
Stephanie Lauer,28,84.22,02-07-2023,19:14:30
Shannon Bautista,34,67.58,02-07-2023,19:14:30
Rick Bearden,32,60.06,02-07-2023,19:14:30
Keith Voelker,21,30.66,02-07-2023,19:14:30
Matthew Solomon,57,94.96,02-07-2023,19:14:30
Alvin Brown,50,79.73,02-07-2023,19:14:30
Aimee Stover,28,68.08,02-07-2023,19:14:30
Brenda Jackson,55,79.14,02-07-2023,19:14:30
Gertrude Shorter,48,54.88,02-07-2023,19:14:30
David Pacheco,25,90.01,02-07-2023,19:14:30
Mattie Jim,43,66.26,02-07-2023,19:14:30
Anthony Sowell,38,48.4,02-07-2023,19:14:30
James Smith,37,53.22,02-07-2023,19:14:30
Heather Gonzales,25,57.86,02-07-2023,19:14:30
Emanuel Chico,39,59.84,02-07-2023,19:14:30
Judith Baise,58,53.95,02-07-2023,19:14:30
George Flores,48,45.49,02-07-2023,19:14:30
Traci Hicks,45,39.12,02-07-2023,19:14:30
Elizabeth Flowers,25,97.66,02-07-2023,19:14:30
Patricia Henle,45,22.73,02-07-2023,19:14:30
Christine Singh,18,28.93,02-07-2023,19:14:30
Robert Vargas,51,35.06,02-07-2023,19:14:30
Arthur Hubler,20,65.39,02-07-2023,19:14:30
James Johnson,26,49.43,02-07-2023,19:14:30
Louis Duty,27,53.43,02-07-2023,19:14:30
Crystal Kania,55,77.0,02-07-2023,19:14:30
Alberta Steele,29,36.0,02-07-2023,19:14:30
Robert Porter,23,79.88,02-07-2023,19:14:30
Ruben Ellis,41,30.01,02-07-2023,19:14:30
Randall Lopinto,47,56.31,02-07-2023,19:14:30
Dee Johnson,64,34.15,02-07-2023,19:14:30
Fay Grisby,47,64.55,02-07-2023,19:14:30
Elaine Nolen,61,85.56,02-07-2023,19:14:30
Jan Wadsworth,52,33.51,02-07-2023,19:14:30
Winifred Goldman,34,37.78,02-07-2023,19:14:30
James Guzman,19,63.4,02-07-2023,19:14:30
William Jones,64,25.44,02-07-2023,19:14:30
Elizabeth Orielly,30,99.34,02-07-2023,19:14:30
Nathaniel Shore,45,75.95,02-07-2023,19:14:30
Brenda Seiver,40,65.27,02-07-2023,19:14:30
Lyndsey Deberry,49,52.03,02-07-2023,19:14:30
Jennifer Gonzales,41,44.7,02-07-2023,19:14:30
Joyce Mejia,52,63.36,02-07-2023,19:14:30
Julene Wicker,42,50.55,02-07-2023,19:14:30
Charlie Krug,37,79.73,02-07-2023,19:14:30
Melissa Ford,23,75.89,02-07-2023,19:14:30
Nick Haddad,38,69.26,02-07-2023,19:14:30
Donald Barrington,33,84.69,02-07-2023,19:14:30
Leland Marshall,19,62.69,02-07-2023,19:14:30
Herbert Asencio,42,51.53,02-07-2023,19:14:30
Bernice Toki,29,97.9,02-07-2023,19:14:30
Eva Griffith,41,28.2,02-07-2023,19:14:30
Clifford Fisk,44,67.49,02-07-2023,19:14:30
Christine Crooks,22,24.51,02-07-2023,19:14:30
Christi Young,31,86.28,02-07-2023,19:14:30
Antonette Higa,35,51.81,02-07-2023,19:14:30
Deborah Williams,20,96.25,02-07-2023,19:14:30
Linnie Cowley,60,83.46,02-07-2023,19:14:30
John Sanders,39,56.62,02-07-2023,19:14:30
Jessica Snell,64,50.21,02-07-2023,19:14:30
Javier Melgar,34,69.61,02-07-2023,19:14:30
Lara Mullen,18,69.04,02-07-2023,19:14:30
Edna Kuhn,59,22.41,02-07-2023,19:14:30
Jane Brown,48,21.3,02-07-2023,19:14:30
Cynthia Johns,59,59.6,02-07-2023,19:14:30
Margo Turner,30,62.36,02-07-2023,19:14:30
Kevin Paige,53,45.06,02-07-2023,19:14:30
Karen Ibarra,37,28.54,02-07-2023,19:14:30
Hubert Armstrong,25,33.26,02-07-2023,19:14:30
Joseph Vinson,54,57.77,02-07-2023,19:14:30
Mitchell Peterson,54,75.72,02-07-2023,19:14:30
James Beck,56,76.41,02-07-2023,19:14:30
Daisy Mcgrath,54,38.0,02-07-2023,19:14:30
Samuel Garcia,30,50.98,02-07-2023,19:14:30
Emmy Turner,46,97.11,02-07-2023,19:14:30
Steven Cline,32,90.63,02-07-2023,19:14:30
Tim Hagins,55,39.25,02-07-2023,19:14:30
Constance Surles,35,53.58,02-07-2023,19:14:30
William Payne,39,27.58,02-07-2023,19:14:30
Peter Billingsley,26,26.18,02-07-2023,19:14:30
Joe Spears,39,61.82,02-07-2023,19:14:30
Julius Mcfate,32,54.9,02-07-2023,19:14:30
Melissa Flores,57,60.93,02-07-2023,19:14:30
Charles Thurman,48,42.61,02-07-2023,19:14:30
Marilyn Carver,34,97.97,02-07-2023,19:14:30
Lola Garcia,27,87.48,02-07-2023,19:14:30
Annette Gentry,27,58.27,02-07-2023,19:14:30
Rose Sharp,56,39.85,02-07-2023,19:14:30
Leo Player,40,44.53,02-07-2023,19:14:30
William Keyes,52,57.91,02-07-2023,19:14:30
John Justus,55,30.04,02-07-2023,19:14:30
Tameka Liebert,37,44.68,02-07-2023,19:14:30
Robert Sanders,44,52.71,02-07-2023,19:14:30
Brian Mcgillicuddy,19,47.57,02-07-2023,19:14:30
Shawn Dini,54,79.78,02-07-2023,19:14:30
Loraine Lange,59,86.43,02-07-2023,19:14:30
Melissa Hamilton,42,26.06,02-07-2023,19:14:30
Percy Moncayo,34,32.96,02-07-2023,19:14:30
Jeffrey Gillespie,63,92.27,02-07-2023,19:14:30
Margaret Schulist,23,83.0,02-07-2023,19:14:30
Amos Bernstein,51,70.9,02-07-2023,19:14:30
Laura Talbert,58,81.55,02-07-2023,19:14:30
Marshall Carr,41,27.11,02-07-2023,19:14:30
Susan Vallery,25,44.58,02-07-2023,19:14:30
Inez Worth,64,75.37,02-07-2023,19:14:30
Ann Vinson,59,71.1,02-07-2023,19:14:30
Theresa Skeete,49,56.85,02-07-2023,19:14:30
Dolores Molleda,55,92.15,02-07-2023,19:14:31
Sean Jeffers,36,75.99,02-07-2023,19:14:31
Flora Klingensmith,32,26.91,02-07-2023,19:14:31
Bryan Park,59,42.23,02-07-2023,19:14:31
Ernest Farfaglia,56,80.46,02-07-2023,19:14:31
Paul Bennett,56,24.15,02-07-2023,19:14:31
Claudia Stockton,49,94.07,02-07-2023,19:14:31
Juanita Martin,52,40.68,02-07-2023,19:14:31
Rhonda Simmons,28,35.3,02-07-2023,19:14:31
Edgardo Chandler,37,34.48,02-07-2023,19:14:31
David Martin,37,73.34,02-07-2023,19:14:31
Isabel Keller,35,94.32,02-07-2023,19:14:31
Joseph Gregor,51,91.25,02-07-2023,19:14:31
Daniel Beam,54,48.42,02-07-2023,19:14:31
Carl Passmore,51,66.19,02-07-2023,19:14:31
Brandy Noel,55,48.09,02-07-2023,19:14:31
Nicole Robinson,51,89.48,02-07-2023,19:14:31
Daniel Rose,20,65.03,02-07-2023,19:14:31
Jeffrey Miller,54,61.66,02-07-2023,19:14:31
Crystal Flynn,35,97.75,02-07-2023,19:14:31
Phyllis Gill,43,69.03,02-07-2023,19:14:31
Elizabeth Schumacher,53,40.93,02-07-2023,19:14:31
Maybelle Kennedy,22,68.76,02-07-2023,19:14:31
Victor Mosely,36,88.64,02-07-2023,19:14:31
Amanda Gally,58,45.33,02-07-2023,19:14:31
Erica Board,39,59.88,02-07-2023,19:14:31
Odell Kerr,24,95.64,02-07-2023,19:14:31
Jennifer Wolfe,60,99.77,02-07-2023,19:14:31
John Weaver,42,49.61,02-07-2023,19:14:31
Charles Johnstonbaugh,27,69.89,02-07-2023,19:14:31
Veronica Young,24,76.33,02-07-2023,19:14:31
Susan Gerard,49,77.79,02-07-2023,19:14:31
Josephine Wink,58,56.48,02-07-2023,19:14:31
Cody Little,62,67.29,02-07-2023,19:14:31
Annie Banks,28,68.82,02-07-2023,19:14:31
Thomas Bailey,18,46.02,02-07-2023,19:14:31
Lane Oshaughnessy,21,79.12,02-07-2023,19:14:31
Thomas Stribley,47,55.58,02-07-2023,19:14:31
Timothy Bocchi,31,36.12,02-07-2023,19:14:31
Renita Perkins,46,22.47,02-07-2023,19:14:31
George Leonard,21,86.6,02-07-2023,19:14:31
